893186,4,5385,2870,3224,4579,1978,3439,3932,1393,3310,3031,1115,2912,2096,1090,2372,1302,64495
893186,5,2940,1771,834,2005,1872,660,1512,1972,1066,878,1722,1357,444,1262,1400,596,446
893186,6,2882,1941,950,1400,1964,1767,1013,1034,1629,1657,1081,737,1266,1441,1050,566,64726
893186,7,19177,9172,1427,771,1504,1835,2402,2085,1430,1237,1313,1859,1624,639,655,440,632
895793,0,14923,8280,4863,4307,4129,3813,3758,3608,3139,2854,1747,382,1050,1165,881,618,313
895793,1,21332,10666,3655,3584,4303,4445,3610,2600,2704,3397,3076,1457,854,1506,1825,1652,64327
895793,2,19581,9703,3220,3906,4212,2721,3286,3528,2649,2025,2794,2489,1508,1710,1883,1279,64638
895793,3,15282,7966,3973,3984,3057,3631,3272,2596,3040,2598,1918,2575,1622,1747,1739,1032,1064
895793,4,4677,3338,3812,3331,3251,3475,2751,3260,2433,2814,2244,2323,2070,1795,1889,1320,65274
895793,5,3127,2316,2396,1997,2314,1905,2192,1785,2023,1635,1852,1480,1665,1320,1479,1171,272
895793,6,4640,3637,3204,3410,3481,3126,2698,3060,2876,2439,2194,2257,2225,1712,1650,1677,595
895793,7,19996,8993,2002,2372,3216,2643,2088,1682,1569,2411,2464,1774,1678,1582,1030,1459,64567
898413,0,20949,15476,10521,8630,6658,4747,3080,2048,1929,2188,2236,1993,990,158,338,625,655
898413,1,23194,13214,3599,1243,4388,5902,5477,3584,915,2210,3219,2658,2369,1396,444,1535,64173
898413,2,20929,10580,1250,4418,5233,2966,1279,3917,4126,1753,1472,3200,2712,724,1506,2434,65507
898413,3,15399,7125,2265,4649,2418,2137,4007,1932,1811,3360,1498,1558,2688,1175,1207,2072,437
898413,4,4582,1643,3133,3118,1258,3628,1223,2710,2644,956,2888,874,2072,1933,716,2072,65079
898413,5,3289,729,2491,1084,2149,1597,1608,1921,1009,2031,445,1948,319,1696,648,1349,500
898413,6,3391,189,2145,274,2429,846,1812,651,1875,1112,1312,873,1238,1122,865,903,64956
898413,7,19030,5536,1459,1584,1853,1862,1146,1697,1712,1489,1017,653,1895,316,188,770,65227
901005,0,12982,5799,2787,3122,2622,1909,1683,1339,990,693,935,1411,329,47,475,329,136
901005,1,19850,8038,2391,898,1163,2376,2694,2322,1530,996,553,1317,1301,628,349,177,65494
901005,2,18250,7516,1608,2335,3070,2013,981,1834,1901,1586,741,1640,1414,898,640,1033,65504
901005,3,14545,5896,2801,3261,2880,2689,2778,2166,1436,2654,980,1676,1588,1211,1239,1150,832
901005,4,6271,2881,3956,4689,2298,4583,3238,2514,3673,2605,2439,2616,1830,1878,2127,1025,64109
901005,5,5851,3704,3176,4200,4516,2314,3588,3797,2979,1970,3398,2590,1750,1974,2529,1374,65153
901005,6,9661,8265,6757,6263,7089,7316,6237,4699,3767,4310,4203,3423,1944,1317,1670,1729,1164
901005,7,19463,9494,3078,3346,2547,2507,2493,2490,2599,1981,2182,1997,1392,820,1531,1406,1477
903586,0,9649,3936,277,191,250,483,78,284,250,251,611,1503,647,166,112,273,65374
903586,1,17437,6288,543,905,331,668,625,580,203,346,880,1263,619,115,61,85,65345
903586,2,16366,6280,1472,1025,1103,1004,554,956,291,865,557,659,701,398,640,318,65194
903586,3,12986,5157,2636,802,1987,988,1675,998,1422,1084,1107,1111,777,1022,532,1001,65461
903586,4,4076,1482,2750,2759,1025,3105,1090,2264,2261,745,2346,847,1533,1557,422,1490,400
903586,5,4483,4011,3667,3599,3491,3376,3221,3042,2872,2682,2478,2299,2108,1920,1751,1593,64899
903586,6,6092,4410,2339,3979,4861,3417,1737,3182,3722,2369,924,2187,2426,1311,351,1384,65025
903586,7,22175,12594,4936,4263,4278,4898,4909,4425,3713,3486,2938,2622,3367,3683,2160,1309,65205
906198,0,9264,3584,256,300,130,244,122,258,317,167,664,1093,570,83,133,507,65235
906198,1,15938,6494,334,339,273,476,306,298,221,537,915,1074,774,107,276,89,89
906198,2,15089,5924,681,744,1086,836,700,545,605,642,360,485,303,197,302,125,65403
906198,3,11746,4606,1576,1689,1477,1249,1280,1045,964,940,828,620,683,605,485,530,47
906198,4,2532,2192,1999,1950,1890,1820,1734,1621,1522,1415,1300,1184,1063,958,852,745,351
906198,5,4338,3823,3590,3543,3412,3307,3188,3016,2840,2678,2496,2318,2132,1961,1801,1646,64276
906198,6,6275,5703,5312,5095,4819,4512,4140,3754,3325,2893,2503,2115,1755,1427,1159,926,85
906198,7,31225,21310,13617,12548,11110,9585,8937,7973,6709,5335,4337,3371,2492,1393,920,646,65523
908846,0,33549,25392,13941,4345,4665,10510,12511,11238,8045,4665,2873,3298,2268,827,516,1007,64752
908846,1,21862,11240,5870,5878,5546,5033,4664,4204,3476,2806,2248,1259,1611,1646,1581,1229,64692
908846,2,18348,7806,3488,3144,3126,2849,2733,2412,2131,1848,1660,1443,1241,1081,809,743,65140
908846,3,12533,4769,1930,2115,1869,1789,1616,1472,1381,1219,1087,932,852,793,623,555,65054
908846,4,1541,1051,1075,1020,996,983,951,907,852,795,749,701,644,588,533,483,65327
908846,5,981,331,340,343,335,333,328,313,295,275,265,254,247,230,214,195,183
908846,6,1261,281,477,490,463,446,427,385,371,340,283,269,240,218,174,156,86
908846,7,16068,6762,285,111,975,1476,412,239,302,762,794,240,503,1070,663,335,244
911419,0,9107,3850,224,161,175,187,184,110,125,65,516,1277,638,140,146,318,65449
911419,1,15423,6501,147,243,59,70,165,136,217,374,430,1352,616,18,163,114,71
911419,2,15232,6068,576,470,445,395,407,265,460,264,323,168,272,234,119,211,75
911419,3,12168,5216,1402,1065,653,1201,141,1137,772,588,781,138,850,215,602,505,65088
911419,4,4229,2643,2165,3608,2456,1764,3143,2257,1266,2502,1902,785,1817,1481,391,1214,64802
911419,5,2744,1986,1077,1182,1839,1979,1468,854,1184,1619,1526,987,639,997,1202,1000,2
911419,6,11656,10668,9728,8423,6810,5121,3544,2167,1175,669,602,624,585,489,398,351,326
911419,7,16153,6953,378,147,868,1055,277,208,170,897,793,351,446,1461,1181,163,10
914043,0,9429,3941,72,133,233,285,169,153,268,105,574,1247,866,201,49,192,65505
914043,1,20761,4370,2022,2871,2625,1352,1251,1133,947,1083,573,1159,1440,602,444,495,65297
914043,2,19472,6806,4390,3555,3891,3446,2918,2931,2270,2854,1580,1974,1514,1343,986,876,464
914043,3,16396,7131,5957,4590,4732,4888,3558,4565,2833,3713,2554,2666,2359,1864,2057,1239,1533
914043,4,8804,5722,4978,7709,5419,4068,6573,4861,3000,5042,3954,2001,3473,2940,1264,2155,839
914043,5,7392,5823,2756,2654,5116,5948,4695,2218,1974,3769,4239,3234,1458,1174,2258,2496,64710
914043,6,14405,13595,12248,10723,8871,6845,4860,3133,1847,1197,1180,1317,1325,1204,1017,804,65000
914043,7,16894,7771,564,265,652,888,138,372,305,356,291,229,251,974,570,338,178
916641,0,9730,4211,428,370,209,174,131,279,292,230,665,1439,767,281,195,523,65508
916641,1,23116,10971,5795,4886,3583,2488,1879,1611,1450,1254,812,568,837,612,827,678,65209
916641,2,22730,12602,6513,6267,6344,5981,4731,4399,4192,3786,3020,2309,2215,1856,1319,959,65135
916641,3,19142,12377,8601,7722,7151,6845,6257,5425,5118,4576,3688,3577,2634,2374,1926,1504,64910
916641,4,10357,8689,8733,8710,7734,7423,7397,5875,5879,5320,4074,4141,3378,2599,2452,2039,444
916641,5,9079,7702,5809,6049,7185,6884,5169,3989,4508,4785,3885,2488,2078,2449,2330,1618,65282
916641,6,10759,9876,9010,7866,6473,5026,3628,2462,1658,1339,1317,1298,1235,1092,924,752,65513
916641,7,15974,6870,248,257,795,912,328,93,181,651,599,270,946,1047,422,271,65521
919222,0,9181,3915,259,53,169,291,362,401,301,292,738,1395,824,203,134,214,65446
919222,1,27256,17825,9833,7781,5725,3824,2465,1784,1824,1966,1516,870,831,967,746,446,65049
919222,2,24636,14786,6483,6628,7880,7323,5236,4341,5055,4938,3540,2202,2320,2538,1967,1149,64966
919222,3,17804,9328,5570,6769,4752,5309,5626,3688,4247,4102,2632,3235,2884,1836,2439,1954,64923
919222,4,7150,3721,6163,3895,5362,4251,4233,4329,3116,4031,2242,3449,1719,2741,1484,2034,1122
919222,5,5536,3064,4021,3514,3462,3968,2247,3375,2232,2718,2258,1546,2054,1192,1597,982,654
919222,6,8191,5572,3087,3917,4467,3018,1288,1338,1266,1097,1024,663,424,607,617,438,226
919222,7,16717,6812,587,330,1031,1181,319,160,194,790,580,427,869,779,563,195,65530
921843,0,9225,3783,136,155,80,34,153,179,113,425,701,1477,1122,506,333,283,65473
921843,1,20598,9324,4073,4068,3254,2474,2313,1791,964,988,791,881,782,364,489,482,65495
921843,2,21311,7806,2041,2252,4317,4053,3118,2322,1324,1674,1811,2029,614,294,283,687,151
921843,3,15013,3777,994,3696,2421,2245,1765,2440,1743,1842,1407,646,2066,302,253,1373,65532
921843,4,6288,1948,1716,4253,4130,1226,2395,4260,895,2373,2649,2188,1311,2004,1829,90,64130
921843,5,8265,5637,2866,335,4350,5578,5119,4187,1072,1436,2433,3476,2703,1319,537,730,64430
921843,6,9566,8439,7808,7366,6258,5059,4256,3108,1949,1340,800,430,356,559,795,775,65108
921843,7,16331,6890,311,242,834,1022,412,54,524,961,551,245,728,951,62,475,294
924435,0,9627,4201,452,493,268,55,82,104,75,70,471,1121,682,248,380,409,65469
924435,1,15576,6294,154,289,70,274,190,68,134,26,341,1075,568,226,23,91,75
924435,2,15020,6430,216,107,84,57,64,31,33,36,7,36,59,24,9,34,65514
924435,3,10066,4324,29,130,117,112,60,104,60,52,22,26,9,15,17,27,9
924435,4,424,141,50,7,18,15,14,3,6,2,9,7,7,1,3,4,0
924435,5,632,271,25,45,13,7,10,9,14,12,7,5,9,3,6,8,65532
924435,6,792,334,8,12,24,17,14,5,5,11,12,8,9,9,9,14,65525
924435,7,15044,6335,142,355,760,952,186,59,438,1014,663,205,951,1385,509,227,29
927034,0,9119,4026,421,198,182,149,149,126,203,318,178,1279,799,98,140,307,65329
927034,1,15285,6663,264,96,140,267,380,241,192,215,369,979,598,253,82,110,65397
927034,2,14443,6304,237,15,112,145,93,54,112,15,89,78,85,103,62,120,1
927034,3,10228,4326,272,125,60,52,111,81,53,61,80,46,72,55,13,12,65515
927034,4,354,180,31,8,17,8,2,8,5,1,5,6,2,3,3,2,65534
927034,5,621,304,25,31,22,21,16,15,7,9,10,12,19,20,15,4,65530
927034,6,837,362,14,12,6,8,9,19,11,15,8,9,12,10,8,10,65531
927034,7,17367,7527,125,132,213,540,63,162,176,396,498,59,368,1114,836,136,175
