arch2,34711,0,0,2.52,4667,2056,396,1083,782,101,587,738,249,30,220,225,71,48,45,43,31
arch2,34711,0,1,2.52,3801,1850,425,1061,793,222,611,641,45,52,195,135,69,135,99,99,86
arch2,34711,0,2,4.99,416,197,29,19,14,3,6,6,5,5,3,3,5,3,2,1,1
arch2,34711,0,3,2.40,272,123,2,14,4,9,4,5,3,3,2,3,3,3,5,3,4
arch2,34711,0,4,12.00,2126,1187,784,594,194,124,142,68,45,34,44,40,118,148,123,281,224
arch2,34711,0,5,11.81,1496,637,492,293,59,57,59,51,81,88,80,33,51,78,106,250,106
arch2,34711,1,0,3.95,4856,2058,205,137,208,401,223,121,149,85,56,47,49,82,28,31,4
arch2,34711,1,1,4.43,4254,1948,52,332,332,339,368,158,34,95,100,60,67,55,17,44,18
arch2,34711,1,2,4.27,4212,1973,216,108,34,66,63,13,23,48,21,6,25,29,13,13,20
arch2,34711,1,3,3.89,5149,2313,179,120,124,141,119,109,102,84,68,68,58,52,55,47,38
arch2,34711,1,4,2.44,2734,1265,145,151,147,74,86,53,53,28,20,32,18,22,12,21,12
arch2,34711,1,5,3.88,3692,1556,530,387,107,345,28,191,95,109,72,17,31,36,19,35,41
arch2,34711,2,0,3.86,2693,1154,633,337,222,548,60,104,166,271,39,91,187,124,86,161,118
arch2,34711,2,1,6.51,3739,1192,473,159,419,411,88,92,546,411,200,435,352,174,35,39,164
arch2,34711,2,2,2.27,6069,2453,264,536,85,222,282,83,183,289,16,141,183,146,85,34,175
arch2,34711,2,3,2.33,3094,2061,1716,2428,1605,1076,1565,1001,471,765,476,139,300,207,33,84,116
arch2,34711,2,4,4.89,8839,6246,3540,1889,614,442,735,619,424,180,318,336,240,174,93,90,99
arch2,34711,2,5,2.84,3615,1540,102,269,301,30,175,226,211,74,56,54,73,97,248,156,23
arch2,36010,0,0,2.47,4306,1495,502,1017,731,112,368,509,144,11,79,103,59,13,32,8,59
arch2,36010,0,1,2.80,3618,1360,96,853,899,138,417,756,258,116,285,147,71,90,107,37,41
arch2,36010,0,2,7.55,402,172,46,39,36,35,35,30,29,25,26,16,18,13,11,7,5
arch2,36010,0,3,3.04,341,164,28,34,39,31,35,35,30,32,31,27,28,26,23,23,21
arch2,36010,0,4,3.89,1588,634,398,315,69,145,48,68,122,72,78,68,64,101,46,96,62
arch2,36010,0,5,12.16,1683,988,596,282,41,42,28,94,55,100,164,222,183,43,60,264,253
arch2,36010,1,0,3.65,5310,2501,267,104,291,336,56,57,119,144,122,119,65,59,23,40,34
arch2,36010,1,1,2.41,4125,1646,279,396,305,48,360,213,61,42,125,84,20,67,58,9,78
arch2,36010,1,2,4.67,3874,1704,67,46,6,17,31,13,5,23,16,5,12,14,9,2,11
arch2,36010,1,3,3.73,4424,1909,102,210,257,263,245,233,191,167,128,128,120,127,107,96,78
arch2,36010,1,4,2.90,2847,1430,210,151,178,59,19,66,6,37,9,8,20,32,13,8,7
arch2,36010,1,5,2.25,3929,1647,386,508,286,393,117,253,164,102,124,56,45,63,54,39,62
arch2,36010,2,0,9.36,2588,643,41,306,324,122,140,86,122,112,146,217,359,135,96,50,65
arch2,36010,2,1,4.02,5081,1366,1059,967,35,595,222,167,431,221,198,320,362,115,120,101,41
arch2,36010,2,2,2.07,7878,3003,1820,1867,1554,1010,913,500,523,426,147,236,182,109,62,114,133
arch2,36010,2,3,2.05,3082,2435,2349,2416,1822,1681,1536,1099,927,767,569,461,351,291,199,141,124
arch2,36010,2,4,3.56,7770,3775,3470,2920,2163,2189,1189,1223,820,643,578,376,221,122,56,32,17
arch2,36010,2,5,4.05,12219,8960,5047,2370,801,1130,952,407,487,563,284,124,274,201,68,56,55
arch2,37360,0,0,2.20,4159,1642,973,1235,622,204,550,564,52,108,79,78,59,92,101,73,6
arch2,37360,0,1,2.83,3913,1745,349,817,894,148,375,686,181,62,184,192,47,105,145,40,34
arch2,37360,0,2,4.16,492,261,74,25,14,19,17,5,6,13,10,2,9,6,3,2,6
arch2,37360,0,3,3.73,273,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arch2,37360,0,4,11.78,2076,887,557,474,272,208,57,90,96,164,81,221,150,10,168,334,143
arch2,37360,0,5,11.80,1618,776,508,451,144,49,51,53,94,78,76,117,163,122,112,314,102
arch2,37360,1,0,3.31,4711,1836,249,225,326,283,106,107,189,151,110,37,37,80,61,31,14
arch2,37360,1,1,2.44,4125,1748,239,454,313,204,375,241,101,125,148,145,76,24,95,112,74
arch2,37360,1,2,3.86,3832,1649,20,18,6,9,5,4,4,4,2,3,1,1,2,0,1
arch2,37360,1,3,3.43,4763,2044,128,121,131,129,122,115,107,98,89,86,80,74,70,63,55
arch2,37360,1,4,4.74,2919,1174,167,159,136,44,65,46,16,24,15,20,22,13,16,27,15
arch2,37360,1,5,3.90,3960,1612,560,331,190,393,145,246,152,99,161,74,93,50,50,50,34
arch2,37360,2,0,7.81,8776,6821,5106,3756,1998,1136,625,153,113,278,419,222,109,61,79,120,48
